"","GISJOIN_T","X.1","X","whites","blacks","asians","latino","native_americans","others","tot","E","H","Estd","Estd_cls","H_cls","biv_cls"
"437","G2601630566800",440,440,2808,250,15,67,29,33,3202,0.510039237995004,0.266592036461845,0.284658318683113,"L","L","LL"
"438","G2601630566900",441,441,4365,961,98,102,26,78,5630,0.726375123554656,0.407175668253396,0.405397675318329,"M","M","MM"
"439","G2601630567000",442,442,2065,1311,10,60,18,93,3557,0.890975086532709,0.541297507684587,0.497262663786322,"M","M","MM"
"440","G2601630567100",443,443,3560,97,69,167,31,108,4032,0.535478774739765,0.178495390342615,0.298856394474905,"L","L","LL"
"441","G2601630567200",444,444,6150,340,135,168,26,74,6893,0.487475936559591,0.219654817380045,0.272065500381929,"L","L","LL"
"442","G2601630567300",445,445,4286,123,133,104,7,126,4779,0.480228786677352,0.281194226891713,0.268020789020442,"L","L","LL"
"443","G2601630567400",446,446,2856,33,39,52,7,29,3016,0.285990537812548,0.152683863907968,0.15961435824629,"L","L","LL"
"444","G2601630567800",447,447,4506,242,122,133,35,105,5143,0.556347516521495,0.175955818083387,0.310503461026042,"L","L","LL"
"445","G2601630567900",448,448,2910,50,31,61,26,49,3127,0.360550466507181,0.218401476453139,0.201227046765667,"L","L","LL"
"446","G2601630568000",449,449,2072,120,35,36,8,38,2309,0.466459243016038,0.124216801623578,0.260335860380301,"L","L","LL"
"447","G2601630568200",450,450,3821,122,46,83,11,76,4159,0.398162341594265,0.184050416753125,0.222218633936287,"L","L","LL"
"448","G2601630568300",451,451,3928,187,33,70,18,83,4319,0.425081997779368,0.222842939061964,0.237242780116299,"L","L","LL"
"449","G2601630568400",452,452,3670,47,52,71,20,46,3906,0.321403441883491,0.237658773362916,0.179378676325322,"L","L","LL"
"450","G2601630568500",453,453,4935,203,40,188,54,126,5546,0.506310682328095,0.144296960359813,0.282577372143723,"L","L","LL"
"451","G2601630568700",454,454,2937,481,94,122,7,88,3729,0.757081979653338,0.164212293935633,0.422535498014983,"M","L","ML"
"452","G2601630569100",455,455,2559,2,12,55,5,26,2659,0.203948818234374,0.20652497819581,0.113826002729173,"L","L","LL"
"453","G2601630569200",456,456,2877,36,23,70,13,18,3037,0.281462170372986,0.282992176426498,0.157087028257341,"L","L","LL"
"454","G2601630569300",457,457,3814,59,29,77,17,54,4050,0.309393757255687,0.261757559393977,0.172675943713016,"L","L","LL"
"455","G2601630569400",458,458,2983,50,37,55,10,48,3183,0.329326002874916,0.238320274955864,0.183800341804137,"L","L","LL"
"456","G2601630569500",459,459,2953,20,8,89,8,35,3113,0.265222973208698,0.307056381792651,0.148023759753291,"L","L","LL"
"457","G2601630569600",460,460,3725,36,26,53,23,34,3897,0.249956730466899,0.268349105032,0.139503507451582,"L","L","LL"
"458","G2601630569700",461,461,4429,54,38,100,23,40,4684,0.292344962636127,0.230882225138285,0.16316083026595,"L","L","LL"
"459","G2601630569800",462,462,2503,37,25,65,9,41,2680,0.339828987192443,0.27564730608177,0.18966216896225,"L","L","LL"
"460","G2601630569900",463,463,2595,36,14,47,4,48,2744,0.286539624695107,0.277957276269026,0.159920809470345,"L","L","LL"
"461","G2601630570100",464,464,1831,1451,909,103,11,151,4456,1.27169269296511,0.213638272223532,0.7097452056514,"H","L","HL"
"462","G2601630570200",465,465,1831,1047,4,94,24,78,3078,0.921956834714458,0.0820715824537595,0.514553906675691,"M","L","ML"
"463","G2601630570400",466,466,1990,3560,37,96,31,228,5942,0.924081926934481,0.199479508990445,0.515739943226087,"M","L","ML"
"464","G2601630570500",467,467,1175,2812,48,73,13,106,4227,0.858186546055206,0.213850564592571,0.478963030916722,"M","L","ML"
"465","G2601630570600",468,468,52,2508,6,37,5,48,2656,0.288791791985165,0.160720328091932,0.161177767967698,"L","L","LL"
"466","G2601630570800",469,469,92,3624,11,36,21,95,3879,0.33143512565956,0.318282675447528,0.184977465642949,"L","L","LL"
"467","G2601630570900",470,470,125,2892,6,9,3,76,3111,0.323355514659187,0.340800219024079,0.18046814888524,"L","M","LM"
"468","G2601630571000",471,471,283,2373,5,34,3,68,2766,0.528711265380089,0.222413352020529,0.295079375585984,"L","L","LL"
"469","G2601630571500",472,472,3425,209,136,141,7,266,4184,0.725050771524323,0.176347267283755,0.404658540376905,"M","L","ML"
"470","G2601630571600",473,473,1456,28,21,58,4,57,1624,0.475503362550753,0.231336207426706,0.265383479600425,"L","L","LL"
"471","G2601630571700",474,474,1839,238,48,94,4,101,2324,0.775708954424657,0.253519308451881,0.432931410575358,"M","L","ML"
"472","G2601630571800",475,475,2864,23,20,121,9,55,3092,0.355503854965681,0.216258590132698,0.19841047923628,"L","L","LL"
"473","G2601630571900",476,476,2699,128,60,66,4,65,3022,0.4875535839273,0.24343363355652,0.272108836202972,"L","L","LL"
"474","G2601630572000",477,477,1706,0,25,42,7,59,1839,0.3459369973724,0.206633564855272,0.193071114350767,"L","L","LL"
"475","G2601630572100",478,478,5594,23,115,216,22,114,6084,0.386672773579237,0.1888759516672,0.215806183932616,"L","L","LL"
"476","G2601630572200",479,479,5676,90,116,183,14,139,6218,0.421287613284392,0.200828859126557,0.235125093808431,"L","L","LL"
"477","G2601630572400",480,480,1271,41,24,43,8,31,1418,0.488386119650377,0.200243185602275,0.272573483237004,"L","L","LL"
"478","G2601630572500",481,481,1710,135,7,80,13,36,1981,0.565404592898817,0.249375826108675,0.315558311597712,"L","L","LL"
"479","G2601630572600",482,482,4933,46,85,294,18,110,5486,0.454183658664323,0.189902257918041,0.253484726306483,"L","L","LL"
"480","G2601630572700",483,483,4614,15,47,167,40,64,4947,0.336406375370145,0.237625725342071,0.187751972933666,"L","L","LL"
"481","G2601630572800",484,484,5641,27,56,237,27,74,6062,0.339001658291001,0.252595001053567,0.189200427910703,"L","L","LL"
"482","G2601630572900",485,485,2574,6,35,93,9,53,2770,0.344978423167388,0.29861660512967,0.192536123900612,"L","L","LL"
"483","G2601630573000",486,486,2658,13,78,44,5,122,2920,0.413237919567478,0.211860473977546,0.230632474204539,"L","L","LL"
"484","G2601630573100",487,487,3372,202,420,95,5,199,4293,0.795477761428735,0.28005624142925,0.443964591838575,"M","L","ML"
"485","G2601630573300",488,488,2876,19,56,152,10,592,3705,0.727028955915944,0.126822040143276,0.405762586107147,"M","L","ML"
"486","G2601630573400",489,489,3797,64,53,147,6,464,4531,0.613667797402018,0.158549640937291,0.342494518902364,"M","L","ML"
"487","G2601630573500",490,490,3662,65,138,81,9,1259,5214,0.817758912581323,0.170676873996208,0.456399939068629,"M","L","ML"
"488","G2601630573600",491,491,5085,97,69,191,15,1518,6975,0.779130297970374,0.161199661440464,0.434840898765305,"M","L","ML"
"489","G2601630573700",492,492,6437,79,107,189,7,1584,8403,0.709406227016916,0.148921120475994,0.395927153839768,"M","L","ML"
"490","G2601630573800",493,493,4434,82,26,113,6,899,5560,0.648908641808369,0.215546445394222,0.362162808654188,"M","L","ML"
"491","G2601630573900",494,494,3971,31,102,140,9,758,5011,0.692082792961225,0.160268836063211,0.386258761204926,"M","L","ML"
"492","G2601630574000",495,495,4255,59,71,213,17,1002,5617,0.762614849164026,0.138787623609834,0.42562345128422,"M","L","ML"
"493","G2601630574100",496,496,2905,38,29,143,12,180,3307,0.521354671100954,0.167495603447728,0.290973582143573,"L","L","LL"
"494","G2601630574200",497,497,2076,153,159,74,4,57,2523,0.703987840091119,0.0993118751342755,0.392903094517714,"M","L","ML"
"495","G2601630574300",498,498,1950,116,72,140,14,220,2512,0.843523502407904,0.163443622978956,0.470779430439578,"M","L","ML"
"496","G2601630574400",499,499,671,47,37,26,1,23,805,0.67994554709417,0.0506473826086169,0.379484835309458,"M","L","ML"
"497","G2601630574500",500,500,2994,5,26,65,5,62,3157,0.267357566138684,0.269440890535175,0.149215098750877,"L","L","LL"
"498","G2601630574600",501,501,4651,17,34,157,8,34,4901,0.259005886530186,0.244793373384866,0.144553937611823,"L","L","LL"
"499","G2601630574700",502,502,4103,23,50,156,6,50,4388,0.319936177469467,0.193770955668478,0.178559780463895,"L","L","LL"
"500","G2601630574800",503,503,4187,9,47,82,4,60,4389,0.245644753426665,0.255259113851052,0.137096947243983,"L","L","LL"
"501","G2601630574900",504,504,1622,85,41,54,5,24,1831,0.511807636326626,0.39103129698879,0.285645280583966,"L","M","LM"
"502","G2601630575000",505,505,4335,9,48,161,12,61,4626,0.309824351062114,0.209520045430253,0.17291626269211,"L","L","LL"
"503","G2601630575100",506,506,2661,9,43,74,13,19,2819,0.290657915594158,0.213041096408502,0.162219271384335,"L","L","LL"
"504","G2601630575200",507,507,4063,142,75,151,23,57,4511,0.467048284230668,0.293396683537318,0.260664610541663,"L","L","LL"
"505","G2601630575300",508,508,3635,5,17,89,13,29,3788,0.217483915877724,0.265362130376461,0.121380084555335,"L","L","LL"
"506","G2601630575400",509,509,3176,7,46,145,7,35,3416,0.33215301832589,0.238310104647512,0.18537812916875,"L","L","LL"
"507","G2601630575500",510,510,3824,44,59,154,6,47,4134,0.364046423748898,0.210508572516662,0.203178177652238,"L","L","LL"
"508","G2601630575600",511,511,1523,20,39,34,2,34,1652,0.384813111366343,0.204748961179898,0.214768286689805,"L","L","LL"
"509","G2601630576000",512,512,1615,90,44,139,12,34,1934,0.671148696102505,0.22662486276807,0.374575219290821,"M","L","ML"
"510","G2601630576100",513,513,5680,29,63,406,17,76,6271,0.407463746983204,0.192573901533509,0.227409847125715,"L","L","LL"
"511","G2601630576200",514,514,2598,3,12,100,9,15,2737,0.24900016140466,0.223230534418713,0.138969636092917,"L","L","LL"
"512","G2601630576300",515,515,2273,6,13,136,13,19,2460,0.340764623727033,0.196949763788456,0.190184357654794,"L","L","LL"
"513","G2601630576400",516,516,3774,37,25,105,6,20,3967,0.255601947588524,0.260301902672391,0.14265416311635,"L","L","LL"
"514","G2601630576500",517,517,3821,10,16,170,14,24,4055,0.275567121661254,0.190775325351836,0.153796938927286,"L","L","LL"
"515","G2601630576600",518,518,4110,5,25,175,8,53,4376,0.289863726607017,0.164748211364433,0.161776026071122,"L","L","LL"
"516","G2601630576700",519,519,3303,31,41,158,15,28,3576,0.364504186724223,0.167892615863609,0.203433660033209,"L","L","LL"
"517","G2601630577000",520,520,3255,481,38,347,31,90,4242,0.814779316250821,0.296093843050412,0.454736994693743,"M","L","ML"
"518","G2601630577100",521,521,2649,74,28,318,35,54,3158,0.62791914331007,0.168154007163337,0.350448346496306,"M","L","ML"
"519","G2601630577200",522,522,3137,49,36,293,22,77,3614,0.543835255495114,0.173088325119865,0.303520235185035,"L","L","LL"
"520","G2601630577300",523,523,3080,37,10,200,13,60,3400,0.415069616378376,0.160212935595741,0.231654763659321,"L","L","LL"
"521","G2601630577400",524,524,3369,21,16,289,8,40,3743,0.40654916445073,0.139352731737936,0.226899408895483,"L","L","LL"
"522","G2601630577500",525,525,3255,21,10,206,14,30,3536,0.35125048277361,0.172623115644454,0.196036627017208,"L","L","LL"
"523","G2601630577600",526,526,3739,18,17,180,18,52,4024,0.334929042893114,0.157813304819212,0.186927457979286,"L","L","LL"
"524","G2601630577700",527,527,2254,5,18,107,5,17,2406,0.296860114102943,0.197585133575867,0.165680784280068,"L","L","LL"
"525","G2601630577800",528,528,4664,33,9,276,11,49,5042,0.333728111753417,0.181427997355952,0.186257205548464,"L","L","LL"
"526","G2601630577900",529,529,3868,30,5,179,12,50,4144,0.314061675456821,0.178269086472086,0.175281158464941,"L","L","LL"
"527","G2601630578000",530,530,2431,41,13,161,4,49,2699,0.434105228520498,0.115935618985041,0.242278741078747,"L","L","LL"
"528","G2601630578500",531,531,4300,55,55,500,26,92,5028,0.562511448808219,0.128986254534769,0.313943617136605,"L","L","LL"
"529","G2601630578600",532,532,4473,501,86,455,43,149,5707,0.801392493077478,0.287075851353412,0.447265666424937,"M","L","ML"
"530","G2601630579100",534,534,1960,519,2,189,28,79,2777,0.895106243676828,0.131528721076697,0.499568306488408,"M","L","ML"
"531","G2601630579200",535,535,2958,638,14,281,30,138,4059,0.877090077403619,0.168231381571487,0.489513292641616,"M","L","ML"
"532","G2601630579300",536,536,33,2987,2,22,4,33,3081,0.175900755705467,0.275762795498716,0.098172080977616,"L","L","LL"
"533","G2601630579500",537,537,1611,261,1,136,23,71,2103,0.807641879789369,0.11240012949118,0.450753515558272,"M","L","ML"
"534","G2601630579600",538,538,55,3585,0,41,4,47,3732,0.212737155945422,0.238703635173827,0.11873086739543,"L","L","LL"
"535","G2601630579700",539,539,2128,475,18,609,14,108,3352,1.03683893250887,0.14589497351891,0.578670826255251,"M","L","ML"
"536","G2601630579800",540,540,1519,212,4,218,17,72,2042,0.86412007452086,0.191665810665051,0.482274596206348,"M","L","ML"
"537","G2601630580100",541,541,2288,32,5,88,7,43,2463,0.343856930940943,0.224970195043321,0.191910207171439,"L","L","LL"
"538","G2601630580200",542,542,3051,10,8,89,18,47,3223,0.274471182416554,0.194552701604478,0.153185283588765,"L","L","LL"
"539","G2601630580300",543,543,2744,4,2,136,11,37,2934,0.295044492981342,0.208765497570694,0.164667466838312,"L","L","LL"
"540","G2601630580400",544,544,2629,2,25,66,3,18,2743,0.218890144353731,0.240460630150119,0.122164915611154,"L","L","LL"
"541","G2601630580500",545,545,2964,7,5,71,12,25,3084,0.209825812818236,0.216292703057596,0.117106015858611,"L","L","LL"
"542","G2601630580600",546,546,3151,15,7,99,18,44,3334,0.280346720648786,0.189387058878765,0.156464483912882,"L","L","LL"
"543","G2601630580700",547,547,3846,20,19,127,20,80,4112,0.32325388002691,0.21301412757947,0.180411425516941,"L","L","LL"
"544","G2601630580800",548,548,1665,9,8,43,10,50,1785,0.334770036104019,0.291762097903638,0.186838714600597,"L","L","LL"
"545","G2601630580900",549,549,4083,45,18,97,22,63,4328,0.298795709437824,0.256240840237845,0.166761060605168,"L","L","LL"
"546","G2601630581100",550,550,3384,181,108,243,26,55,3997,0.64064398417197,0.155331237792976,0.357550215402505,"M","L","ML"
"547","G2601630581200",551,551,3198,88,160,96,20,26,3588,0.493713007731157,0.159042238229552,0.275546476081337,"L","L","LL"
"548","G2601630581500",552,552,2282,3,13,71,9,17,2395,0.243143986984485,0.23639017605526,0.135701242918079,"L","L","LL"
"549","G2601630581600",553,553,4474,111,61,198,29,40,4913,0.424244258730024,0.150538308074549,0.236775229050583,"L","L","LL"
"550","G2601630581800",554,554,2775,10,5,110,12,31,2943,0.278817406569607,0.189585777765927,0.155610957473957,"L","L","LL"
"551","G2601630581900",555,555,4609,8,20,217,10,46,4910,0.286487949721344,0.206442063544036,0.159891969118362,"L","L","LL"
"552","G2601630582000",556,556,2617,201,109,134,13,41,3115,0.655715728756211,0.1339404315323,0.365961916215637,"M","L","ML"
"553","G2601630582100",557,557,4043,22,34,129,12,35,4275,0.279803931059583,0.17961749390537,0.156161547275166,"L","L","LL"
"554","G2601630583000",558,558,2651,11,37,100,18,47,2864,0.36552672879208,0.193925720853428,0.204004351627376,"L","L","LL"
"555","G2601630583100",559,559,4214,46,10,137,29,35,4471,0.293978482053911,0.228356717003239,0.164072514811693,"L","L","LL"
"556","G2601630583200",560,560,2965,19,13,105,31,52,3185,0.344399844578214,0.183309813090179,0.192213213041699,"L","L","LL"
"557","G2601630583300",561,561,2622,17,29,70,26,32,2796,0.325643566301925,0.208906574954574,0.18174513482115,"L","L","LL"
"558","G2601630583400",562,562,5027,31,25,174,32,59,5348,0.304918790599044,0.206695665602556,0.170178417268481,"L","L","LL"
"559","G2601630583500",563,563,2835,22,18,71,18,33,2997,0.288394612903809,0.199830649877155,0.160956098101749,"L","L","LL"
"560","G2601630583600",564,564,2623,23,26,127,21,30,2850,0.380877929835315,0.17843266086145,0.21257202005993,"L","L","LL"
"561","G2601630583700",565,565,3382,55,16,105,11,26,3595,0.30206907985522,0.172316872941888,0.168587963419756,"L","L","LL"
"562","G2601630583800",566,566,4210,131,88,137,37,55,4658,0.4613546245286,0.14809989582853,0.257486918557972,"L","L","LL"
"563","G2601630583900",567,567,3126,505,157,102,9,61,3960,0.749647566011844,0.198399875642166,0.418386272759488,"M","L","ML"
"564","G2601630584000",568,568,3516,669,91,142,29,121,4568,0.797026438169553,0.271103198209353,0.444828924784718,"M","L","ML"
"565","G2601630584100",569,569,1879,24,7,76,15,28,2029,0.36158469762136,0.169053550672637,0.2018042621408,"L","L","LL"
"566","G2601630584200",570,570,2776,455,71,134,27,92,3555,0.789628321592511,0.171653291322718,0.440699957306606,"M","L","ML"
"567","G2601630584300",571,571,1586,121,84,67,19,38,1915,0.708619979852895,0.0803473466904367,0.395488340942431,"M","L","ML"
"568","G2601630584400",572,572,2720,76,94,113,24,57,3084,0.541135602914909,0.110857151265154,0.302013530392027,"L","L","LL"
"569","G2601630584500",573,573,1900,164,28,90,12,31,2225,0.599560469787799,0.298437726778824,0.334621069448629,"M","L","ML"
"570","G2601630584600",574,574,1532,280,142,59,9,60,2082,0.905411098431888,0.148910934252009,0.505319555432274,"M","L","ML"
"571","G2601630584700",575,575,2595,83,90,86,14,57,2925,0.520399095488932,0.143695897202539,0.29044026524003,"L","L","LL"
"572","G2601630584800",576,576,3179,2989,57,236,22,278,6761,1.0229000263549,0.244525913127497,0.570891374608218,"M","L","ML"
"573","G2601630585500",577,577,2178,129,8,42,21,65,2443,0.483640647922926,0.210285728926106,0.269924985037915,"L","L","LL"
"574","G2601630585600",578,578,448,1741,13,49,11,102,2364,0.810059959969082,0.178785922880579,0.452103071802422,"M","L","ML"
"575","G2601630585700",579,579,1236,731,3,44,9,55,2078,0.887301491770286,0.0957283408897863,0.495212391511771,"M","L","ML"
"576","G2601630585800",580,580,2202,1588,14,68,16,111,3999,0.905957648778281,0.325668539388081,0.505624590988541,"M","L","ML"
"577","G2601630585900",581,581,2301,939,19,41,27,45,3372,0.795847634688544,0.406100818531885,0.444171022035352,"M","M","MM"
"578","G2601630586000",582,582,14,3,0,0,1,0,18,0.654669564528501,0.403456704448603,0.365378040843034,"M","M","MM"
"579","G2601630586200",583,583,4426,1684,86,183,26,204,6609,0.901844550517835,0.159692376443899,0.503329027141337,"M","L","ML"
"580","G2601630586300",584,584,1968,39,10,36,7,36,2096,0.317455460287292,0.139556102494448,0.177175265843055,"L","L","LL"
"581","G2601630587000",585,585,3453,314,45,101,13,76,4002,0.564213943076655,0.156952505879088,0.314893797279462,"L","L","LL"
"582","G2601630587900",586,586,2842,729,41,86,27,113,3838,0.810243097894658,0.221356202649748,0.452205283024811,"M","L","ML"
"583","G2601630588000",587,587,4083,739,234,120,28,119,5323,0.812962228695719,0.0948714130996536,0.453722858819866,"M","L","ML"
"584","G2601630588100",588,588,2241,125,6,52,18,41,2483,0.442019478013493,0.220422638560327,0.246695767821966,"L","L","LL"
"585","G2601630588200",589,589,2336,741,114,125,10,102,3428,0.948005411289462,0.0660001807993573,0.529091894068734,"M","L","ML"
"586","G2601630588300",590,590,4394,227,18,115,24,73,4851,0.431799865222594,0.177964520616337,0.240992093324126,"L","L","LL"
"587","G2601630588400",591,591,3234,259,34,31,8,65,3631,0.461369867190692,0.237746678270776,0.257495425649663,"L","L","LL"
"588","G2601630589300",592,592,3672,608,4,72,32,93,4481,0.622538252033947,0.339766448765527,0.347445213894785,"M","M","MM"
"589","G2601630589400",593,593,6223,848,17,139,23,125,7375,0.567973374969505,0.299465262480498,0.316991976168657,"L","L","LL"
"590","G2601630590400",594,594,5753,76,16,148,27,71,6091,0.290468699455551,0.193997539928648,0.162113667846664,"L","L","LL"
"591","G2601630590500",595,595,5611,57,21,156,42,80,5967,0.310124968539309,0.224745400708305,0.17308404050066,"L","L","LL"
"592","G2601630590600",596,596,1594,7,10,40,7,21,1679,0.269361813017017,0.264268564533542,0.150333690231907,"L","L","LL"
"593","G2601630591500",597,597,4669,441,425,191,22,118,5866,0.77741992331817,0.172443155667339,0.433886320496527,"M","L","ML"
"594","G2601630591600",598,598,978,63,11,30,8,22,1112,0.531813693502357,0.284105803231104,0.296810873689133,"L","L","LL"
"595","G2601630591700",599,599,4155,97,176,199,12,76,4715,0.529381025267132,0.138342092951016,0.295453175696181,"L","L","LL"
"596","G2601630591800",600,600,3711,198,208,216,21,118,4472,0.702965801330868,0.128331717268705,0.39233268382487,"M","L","ML"
"597","G2601630591900",601,601,4574,59,55,135,16,53,4892,0.333397213122905,0.150633616417593,0.186072527506464,"L","L","LL"
"598","G2601630592000",602,602,1828,9,4,53,20,18,1932,0.279688686690815,0.275270714279047,0.156097228168306,"L","L","LL"
"599","G2601630593000",603,603,4753,135,79,126,27,78,5198,0.420784113754675,0.176468530215242,0.234844085370433,"L","L","LL"
"600","G2601630593200",604,604,3512,89,75,175,11,57,3919,0.476773937973825,0.135702778333867,0.266092601245877,"L","L","LL"
"601","G2601630593300",605,605,3116,68,49,132,19,29,3413,0.417266919549134,0.161522887599466,0.232881101908676,"L","L","LL"
"602","G2601630594000",606,606,2636,7,38,82,15,50,2828,0.34009670327628,0.235542932262873,0.189811584153538,"L","L","LL"
"603","G2601630594100",607,607,4363,8,28,73,13,33,4518,0.195859493545018,0.240940650190697,0.10931126465842,"L","L","LL"
"604","G2601630594200",608,608,2635,2,27,50,6,20,2740,0.210756050852395,0.223209064908826,0.117625191590696,"L","L","LL"
"605","G2601630594300",609,609,3346,1,15,72,17,29,3480,0.209704300021468,0.208718381929753,0.117038198275472,"L","L","LL"
"606","G2601630594400",610,610,2445,12,13,58,16,32,2576,0.272729163633789,0.191457869235633,0.152213044394451,"L","L","LL"
"607","G2601630594500",611,611,3263,43,33,55,11,37,3442,0.283121403777985,0.170103984677992,0.1580130640526,"L","L","LL"
"608","G2601630595000",612,612,4046,30,27,91,25,42,4261,0.273956152504639,0.230759671797085,0.152897839921933,"L","L","LL"
"609","G2601630595100",613,613,5278,182,158,151,12,68,5849,0.457115645823491,0.172623049500914,0.255121099496927,"L","L","LL"
"610","G2601630595200",614,614,2903,63,65,85,16,30,3162,0.404486344879866,0.153633368302184,0.225748127372326,"L","L","LL"
"611","G2601630596100",615,615,3746,16,96,60,5,21,3944,0.261712260814426,0.208267099919114,0.146064393859283,"L","L","LL"
"612","G2601630596200",616,616,4113,15,144,68,13,58,4411,0.334713670928363,0.183025716954902,0.186807256597097,"L","L","LL"
"613","G2601630596300",617,617,2382,8,58,47,17,27,2539,0.320046391962776,0.263641455120277,0.178621292343811,"L","L","LL"
"614","G2601630597000",618,618,4078,22,17,78,13,56,4264,0.239612843341253,0.230437974074437,0.133730474126912,"L","L","LL"
"615","G2601630598000",619,619,3233,22,21,87,34,45,3442,0.317521823153831,0.206921712721334,0.177212303664079,"L","L","LL"
"616","G2601630599000",620,620,3559,102,10,91,18,59,3839,0.360119669254167,0.23047501062523,0.200986614240871,"L","L","LL"
"617","G2601630599100",621,621,4368,17,30,138,17,79,4649,0.305807098146676,0.117483684004655,0.17067419115046,"L","L","LL"
